2025-10-28 16:31:02, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 0, Flipped 2847767548, [+] System running normally
2025-10-28 16:31:40, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 16, Flipped 2847702013, [+] System running normally
2025-10-28 16:31:42, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 17, Flipped 2847898621, [+] System running normally
2025-10-28 16:31:44, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 18, Flipped 2847505405, [+] System running normally
2025-10-28 16:31:46, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 19, Flipped 2847243261, [+] System running normally
2025-10-28 16:31:48, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 20, Flipped 2846718973, [+] System running normally
2025-10-28 16:31:50, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 21, Flipped 2845670397, [+] System running normally
2025-10-28 16:31:54, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 22, Flipped 2851961853, [+] System running normally
2025-10-28 16:31:56, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 23, Flipped 2839378941, [+] System running normally
2025-10-28 16:31:58, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 24, Flipped 2830990333, [+] System running normally
2025-10-28 16:32:00, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 25, Flipped 2881321981, [+] System running normally
2025-10-28 16:32:02, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 26, Flipped 2914876413, [+] System running normally
2025-10-28 16:32:04, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 27, Flipped 2713549821, [+] System running normally
2025-10-28 16:32:06, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 28, Flipped 3116203005, [+] System running normally
2025-10-28 16:32:08, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 29, Flipped 2310896637, [+] System running normally
2025-10-28 16:32:10, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 30, Flipped 3921509373, [!] Exception detected! [{'flag': 'Error'}, {'Oops': 'Oops - BUG: 0 [#1] PREEMPT SMP'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-28 16:35:34, Instruction: 0xffff800010ba80f0, Mem: 2847767549, Flipped bit 31, Flipped 700283901, [+] System running normally
2025-10-28 16:35:36, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 0, Flipped 2432697340, [+] System running normally
2025-10-28 16:35:39, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 1, Flipped 2432697343, [+] System running normally
2025-10-28 16:35:41, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 2, Flipped 2432697337, [+] System running normally
2025-10-28 16:35:43, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 3, Flipped 2432697333, [+] System running normally
2025-10-28 16:35:45, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 4, Flipped 2432697325, [+] System running normally
2025-10-28 16:35:47, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 5, Flipped 2432697309, [+] System running normally
2025-10-28 16:35:49, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 6, Flipped 2432697277, [+] System running normally
2025-10-28 16:35:51, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 7, Flipped 2432697213, [+] System running normally
2025-10-28 16:35:53, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 8, Flipped 2432697085, [+] System running normally
2025-10-28 16:35:55, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 9, Flipped 2432696829, [+] System running normally
2025-10-28 16:35:57, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 10, Flipped 2432698365, [+] System running normally
2025-10-28 16:35:59, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 11, Flipped 2432699389, [+] System running normally
2025-10-28 16:36:01, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 12, Flipped 2432701437, [+] System running normally
2025-10-28 16:36:03, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 13, Flipped 2432705533, [+] System running normally
2025-10-28 16:36:05, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 14, Flipped 2432713725, [+] System running normally
2025-10-28 16:36:07, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 15, Flipped 2432730109, [+] System running normally
2025-10-28 16:36:09, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 16, Flipped 2432762877, [+] System running normally
2025-10-28 16:36:11, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 17, Flipped 2432828413, [+] System running normally
2025-10-28 16:36:13, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 18, Flipped 2432959485, [+] System running normally
2025-10-28 16:36:15, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 19, Flipped 2433221629, [+] System running normally
2025-10-28 16:36:17, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 20, Flipped 2433745917, [+] System running normally
2025-10-28 16:36:19, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 21, Flipped 2434794493, [+] System running normally
2025-10-28 16:36:21, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 22, Flipped 2436891645, [+] System running normally
2025-10-28 16:36:23, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 23, Flipped 2441085949, [+] System running normally
2025-10-28 16:36:27, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 24, Flipped 2415920125, [+] System running normally
2025-10-28 16:36:29, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 25, Flipped 2466251773, [+] System running normally
2025-10-28 16:36:31, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 26, Flipped 2499806205, [+] System running normally
2025-10-28 16:36:33, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 27, Flipped 2566915069, [+] System running normally
2025-10-28 16:36:35, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 28, Flipped 2164261885, [+] System running normally
2025-10-28 16:36:37, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 29, Flipped 2969568253, [+] System running normally
2025-10-28 16:36:39, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 30, Flipped 3506439165, [+] System running normally
2025-10-28 16:36:41, Instruction: 0xffff800010ba80f4, Mem: 2432697341, Flipped bit 31, Flipped 285213693, [+] System running normally
2025-10-28 16:36:43, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 0, Flipped 2835436530, [+] System running normally
2025-10-28 16:36:45, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 1, Flipped 2835436529, [+] System running normally
2025-10-28 16:36:47, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 2, Flipped 2835436535, [+] System running normally
2025-10-28 16:36:49, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 3, Flipped 2835436539, [+] System running normally
2025-10-28 16:36:51, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 4, Flipped 2835436515, [+] System running normally
2025-10-28 16:36:53, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 5, Flipped 2835436499, [+] System running normally
2025-10-28 16:36:55, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 6, Flipped 2835436467, [+] System running normally
2025-10-28 16:36:57, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 7, Flipped 2835436403, [+] System running normally
2025-10-28 16:36:59, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 8, Flipped 2835436275, [+] System running normally
2025-10-28 16:37:01, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 9, Flipped 2835436019, [+] System running normally
2025-10-28 16:37:03, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 10, Flipped 2835437555, [+] System running normally
2025-10-28 16:37:05, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 11, Flipped 2835438579, [+] System running normally
2025-10-28 16:37:07, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 12, Flipped 2835432435, [+] System running normally
2025-10-28 16:37:11, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 13, Flipped 2835444723, [+] System running normally
2025-10-28 16:37:13, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 14, Flipped 2835420147, [+] System running normally
2025-10-28 16:37:15, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 15, Flipped 2835469299, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000004', 'raw_match': '[  289.546968]   ESR = 0x96000004'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-28 16:40:37, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 16, Flipped 2835370995, [+] System running normally
2025-10-28 16:40:39, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 17, Flipped 2835567603, [+] System running normally
2025-10-28 16:40:42, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 18, Flipped 2835698675, [+] System running normally
2025-10-28 16:40:44, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 19, Flipped 2835960819, [+] System running normally
2025-10-28 16:40:46, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 20, Flipped 2836485107, [+] System running normally
2025-10-28 16:40:48, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 21, Flipped 2837533683, [+] System running normally
2025-10-28 16:40:50, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 22, Flipped 2839630835, [+] System running normally
2025-10-28 16:40:54, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 23, Flipped 2843825139, [+] System running normally
2025-10-28 16:40:56, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 24, Flipped 2818659315, [+] System running normally
2025-10-28 16:40:58, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 25, Flipped 2868990963, [+] System running normally
2025-10-28 16:41:00, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 26, Flipped 2902545395, [+] System running normally
2025-10-28 16:41:02, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 27, Flipped 2701218803, [+] System running normally
2025-10-28 16:41:06, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 28, Flipped 3103871987, [+] System running normally
2025-10-28 16:41:10, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 29, Flipped 2298565619, [+] System running normally
2025-10-28 16:41:12, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 30, Flipped 3909178355, [+] System running normally
2025-10-28 16:41:14, Instruction: 0xffff800010ba80f8, Mem: 2835436531, Flipped bit 31, Flipped 687952883, [+] System running normally
2025-10-28 16:41:16, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 0, Flipped 2852127730, [+] System running normally
2025-10-28 16:41:18, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 1, Flipped 2852127729, [+] System running normally
2025-10-28 16:41:20, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 2, Flipped 2852127735, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000044', 'raw_match': '[  229.707049]   ESR = 0x96000044'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-28 16:44:42, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 3, Flipped 2852127739, [+] System running normally
2025-10-28 16:44:44, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 4, Flipped 2852127715, [+] System running normally
2025-10-28 16:44:46, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 5, Flipped 2852127699, [+] System running normally
2025-10-28 16:44:48, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 6, Flipped 2852127667, [+] System running normally
2025-10-28 16:44:50, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 7, Flipped 2852127603, [+] System running normally
2025-10-28 16:44:54, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 8, Flipped 2852127475, [+] System running normally
2025-10-28 16:44:56, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 9, Flipped 2852127219, [+] System running normally
2025-10-28 16:44:58, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 10, Flipped 2852128755, [+] System running normally
2025-10-28 16:45:00, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 11, Flipped 2852129779, [+] System running normally
2025-10-28 16:45:02, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 12, Flipped 2852131827, [+] System running normally
2025-10-28 16:45:04, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 13, Flipped 2852135923, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000004', 'raw_match': '[  216.511537]   ESR = 0x96000004'}, {'EC': '0x25 / Data Abort from current EL'}]
2025-10-28 16:48:28, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 14, Flipped 2852144115, [+] System running normally
2025-10-28 16:48:30, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 15, Flipped 2852160499, [+] System running normally
2025-10-28 16:48:32, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 16, Flipped 2852193267, [+] System running normally
2025-10-28 16:48:34, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 17, Flipped 2852258803, [+] System running normally
2025-10-28 16:48:36, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 18, Flipped 2852389875, [+] System running normally
2025-10-28 16:48:40, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 19, Flipped 2852652019, [+] System running normally
2025-10-28 16:48:42, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 20, Flipped 2853176307, [+] System running normally
2025-10-28 16:48:44, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 21, Flipped 2854224883, [+] System running normally
2025-10-28 16:48:46, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 22, Flipped 2856322035, [+] System running normally
2025-10-28 16:48:49, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 23, Flipped 2860516339, [+] System running normally
2025-10-28 16:48:51, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 24, Flipped 2868904947, [+] System running normally
2025-10-28 16:48:53, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 25, Flipped 2818573299, [+] System running normally
2025-10-28 16:48:55, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 26, Flipped 2919236595, [+] System running normally
2025-10-28 16:48:57, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 27, Flipped 2717910003, [!] Exception detected! [{'flag': 'Error'}, {'Oops': 'Oops - BUG: 0 [#1] PREEMPT SMP'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-28 16:52:19, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 28, Flipped 3120563187, [+] System running normally
2025-10-28 16:52:21, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 29, Flipped 2315256819, [+] System running normally
2025-10-28 16:52:23, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 30, Flipped 3925869555, [+] System running normally
2025-10-28 16:52:25, Instruction: 0xffff800010ba80fc, Mem: 2852127731, Flipped bit 31, Flipped 704644083, [+] System running normally
2025-10-28 16:52:27, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 0, Flipped 2432909313, [+] System running normally
2025-10-28 16:52:29, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 1, Flipped 2432909314, [+] System running normally
2025-10-28 16:52:31, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 2, Flipped 2432909316, [+] System running normally
2025-10-28 16:52:33, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 3, Flipped 2432909320, [+] System running normally
2025-10-28 16:52:35, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 4, Flipped 2432909328, [+] System running normally
2025-10-28 16:52:37, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 5, Flipped 2432909344, [+] System running normally
2025-10-28 16:52:39, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 6, Flipped 2432909376, [+] System running normally
2025-10-28 16:52:41, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 7, Flipped 2432909440, [+] System running normally
2025-10-28 16:52:43, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 8, Flipped 2432909568, [+] System running normally
2025-10-28 16:52:45, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 9, Flipped 2432909824, [+] System running normally
2025-10-28 16:52:47, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 10, Flipped 2432910336, [+] System running normally
2025-10-28 16:52:49, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 11, Flipped 2432911360, [+] System running normally
2025-10-28 16:52:51, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 12, Flipped 2432913408, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000044', 'raw_match': '[  226.969337]   ESR = 0x96000044'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-28 16:56:15, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 13, Flipped 2432917504, [+] System running normally
2025-10-28 16:56:17, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 14, Flipped 2432892928, [+] System running normally
2025-10-28 16:56:19, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 15, Flipped 2432942080, [+] System running normally
2025-10-28 16:56:21, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 16, Flipped 2432843776, [+] System running normally
2025-10-28 16:56:23, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 17, Flipped 2432778240, [+] System running normally
2025-10-28 16:56:25, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 18, Flipped 2433171456, [+] System running normally
2025-10-28 16:56:27, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 19, Flipped 2433433600, [+] System running normally
2025-10-28 16:56:29, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 20, Flipped 2433957888, [+] System running normally
2025-10-28 16:56:31, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 21, Flipped 2435006464, [+] System running normally
2025-10-28 16:56:33, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 22, Flipped 2437103616, [+] System running normally
2025-10-28 16:56:35, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 23, Flipped 2441297920, [+] System running normally
2025-10-28 16:56:37, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 24, Flipped 2416132096, [+] System running normally
2025-10-28 16:56:41, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 25, Flipped 2466463744, [+] System running normally
2025-10-28 16:56:43, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 26, Flipped 2500018176, [+] System running normally
2025-10-28 16:56:45, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 27, Flipped 2567127040, [+] System running normally
2025-10-28 16:56:47, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 28, Flipped 2164473856, [+] System running normally
2025-10-28 16:56:49, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 29, Flipped 2969780224, [+] System running normally
2025-10-28 16:56:51, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 30, Flipped 3506651136, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000044', 'raw_match': '[  228.147962]   ESR = 0x96000044'}, {'EC': '0x25 / Data Abort from current EL'}]
2025-10-28 17:00:13, Instruction: 0xffff800010ba8100, Mem: 2432909312, Flipped bit 31, Flipped 285425664, [+] System running normally
2025-10-28 17:00:15, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 0, Flipped 4177531892, [+] System running normally
2025-10-28 17:00:17, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 1, Flipped 4177531895, [+] System running normally
2025-10-28 17:00:19, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 2, Flipped 4177531889, [+] System running normally
2025-10-28 17:00:21, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 3, Flipped 4177531901, [+] System running normally
2025-10-28 17:00:23, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 4, Flipped 4177531877, [+] System running normally
2025-10-28 17:00:26, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 5, Flipped 4177531861, [+] System running normally
2025-10-28 17:00:28, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 6, Flipped 4177531829, [+] System running normally
2025-10-28 17:00:30, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 7, Flipped 4177531765, [+] System running normally
2025-10-28 17:00:32, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 8, Flipped 4177531637, [+] System running normally
2025-10-28 17:00:34, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 9, Flipped 4177531381, [+] System running normally
2025-10-28 17:00:36, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 10, Flipped 4177532917, [+] System running normally
2025-10-28 17:00:38, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 11, Flipped 4177533941, [+] System running normally
2025-10-28 17:00:40, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 12, Flipped 4177527797, [+] System running normally
2025-10-28 17:00:42, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 13, Flipped 4177540085, [+] System running normally
2025-10-28 17:00:44, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 14, Flipped 4177548277, [+] System running normally
2025-10-28 17:00:46, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 15, Flipped 4177564661, [+] System running normally
2025-10-28 17:00:48, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 16, Flipped 4177597429, [+] System running normally
2025-10-28 17:00:50, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 17, Flipped 4177662965, [+] System running normally
2025-10-28 17:00:52, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 18, Flipped 4177794037, [+] System running normally
2025-10-28 17:00:54, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 19, Flipped 4178056181, [+] System running normally
2025-10-28 17:00:56, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 20, Flipped 4178580469, [+] System running normally
2025-10-28 17:00:58, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 21, Flipped 4179629045, [+] System running normally
2025-10-28 17:01:00, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 22, Flipped 4181726197, [+] System running normally
2025-10-28 17:01:02, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 23, Flipped 4185920501, [+] System running normally
2025-10-28 17:01:04, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 24, Flipped 4160754677, [+] System running normally
2025-10-28 17:01:06, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 25, Flipped 4211086325, [+] System running normally
2025-10-28 17:01:08, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 26, Flipped 4244640757, [+] System running normally
2025-10-28 17:01:10, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 27, Flipped 4043314165, [+] System running normally
2025-10-28 17:01:12, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 28, Flipped 3909096437, [+] System running normally
2025-10-28 17:01:14, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 29, Flipped 3640660981, [+] System running normally
2025-10-28 17:01:16, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 30, Flipped 3103790069, [+] System running normally
2025-10-28 17:01:18, Instruction: 0xffff800010ba8104, Mem: 4177531893, Flipped bit 31, Flipped 2030048245, [+] System running normally
2025-10-28 17:01:22, Instruction: 0xffff800010ba8108, Mem: 2433745525, Flipped bit 0, Flipped 2433745524, [+] System running normally
