2025-10-28 22:39:43, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 0, Flipped 2847439868, [+] System running normally
2025-10-28 22:40:30, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 21, Flipped 2845342717, [+] System running normally
2025-10-28 22:40:32, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 22, Flipped 2851634173, [+] System running normally
2025-10-28 22:40:36, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 23, Flipped 2839051261, [+] System running normally
2025-10-28 22:40:38, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 24, Flipped 2830662653, [+] System running normally
2025-10-28 22:40:40, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 25, Flipped 2880994301, [+] System running normally
2025-10-28 22:40:42, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 26, Flipped 2914548733, [+] System running normally
2025-10-28 22:40:44, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 27, Flipped 2713222141, [+] System running normally
2025-10-28 22:40:46, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 28, Flipped 3115875325, [+] System running normally
2025-10-28 22:40:48, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 29, Flipped 2310568957, [+] System running normally
2025-10-28 22:40:52, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 30, Flipped 3921181693, [+] System running normally
2025-10-28 22:40:56, Instruction: 0xffff800010af2410, Mem: 2847439869, Flipped bit 31, Flipped 699956221, [!] Exception detected! [{'flag': 'Error'}, {'Kernel': 'Kernel panic - not syncing: stack-protector: Kernel stack is corrupted in: __handle_mm_fault+0xe74/0x1088'}, {'Kernel': 'Kernel panic - not syncing: stack-protector: Kernel stack is corrupted in: __handle_mm_fault+0xe74/0x1088 ]---'}]
2025-10-28 22:44:18, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 0, Flipped 2852127715, [+] System running normally
2025-10-28 22:44:22, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 1, Flipped 2852127712, [+] System running normally
2025-10-28 22:44:24, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 2, Flipped 2852127718, [+] System running normally
2025-10-28 22:44:26, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 3, Flipped 2852127722, [+] System running normally
2025-10-28 22:44:28, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 4, Flipped 2852127730, [+] System running normally
2025-10-28 22:44:30, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 5, Flipped 2852127682, [+] System running normally
2025-10-28 22:44:32, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 6, Flipped 2852127650, [+] System running normally
2025-10-28 22:44:34, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 7, Flipped 2852127586, [+] System running normally
2025-10-28 22:44:36, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 8, Flipped 2852127458, [+] System running normally
2025-10-28 22:44:38, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 9, Flipped 2852127202, [+] System running normally
2025-10-28 22:44:40, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 10, Flipped 2852128738, [+] System running normally
2025-10-28 22:44:42, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 11, Flipped 2852129762, [+] System running normally
2025-10-28 22:44:44, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 12, Flipped 2852131810, [+] System running normally
2025-10-28 22:44:46, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 13, Flipped 2852135906, [+] System running normally
2025-10-28 22:44:50, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 14, Flipped 2852144098, [+] System running normally
2025-10-28 22:44:52, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 15, Flipped 2852160482, [+] System running normally
2025-10-28 22:44:54, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 16, Flipped 2852193250, [+] System running normally
2025-10-28 22:44:56, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 17, Flipped 2852258786, [+] System running normally
2025-10-28 22:44:58, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 18, Flipped 2852389858, [+] System running normally
2025-10-28 22:45:00, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 19, Flipped 2852652002, [+] System running normally
2025-10-28 22:45:02, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 20, Flipped 2853176290, [+] System running normally
2025-10-28 22:45:04, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 21, Flipped 2854224866, [+] System running normally
2025-10-28 22:45:06, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 22, Flipped 2856322018, [+] System running normally
2025-10-28 22:45:10, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 23, Flipped 2860516322, [+] System running normally
2025-10-28 22:45:12, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 24, Flipped 2868904930, [+] System running normally
2025-10-28 22:45:15, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 25, Flipped 2818573282, [+] System running normally
2025-10-28 22:45:17, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 26, Flipped 2919236578, [+] System running normally
2025-10-28 22:45:19, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 27, Flipped 2717909986, [+] System running normally
2025-10-28 22:45:21, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 28, Flipped 3120563170, [+] System running normally
2025-10-28 22:45:23, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 29, Flipped 2315256802, [+] System running normally
2025-10-28 22:45:25, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 30, Flipped 3925869538, [+] System running normally
2025-10-28 22:45:27, Instruction: 0xffff800010af2414, Mem: 2852127714, Flipped bit 31, Flipped 704644066, [+] System running normally
2025-10-28 22:45:29, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 0, Flipped 2432697340, [+] System running normally
2025-10-28 22:45:31, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 1, Flipped 2432697343, [+] System running normally
2025-10-28 22:45:33, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 2, Flipped 2432697337, [+] System running normally
2025-10-28 22:45:35, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 3, Flipped 2432697333, [+] System running normally
2025-10-28 22:45:37, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 4, Flipped 2432697325, [+] System running normally
2025-10-28 22:45:39, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 5, Flipped 2432697309, [+] System running normally
2025-10-28 22:45:41, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 6, Flipped 2432697277, [+] System running normally
2025-10-28 22:45:43, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 7, Flipped 2432697213, [+] System running normally
2025-10-28 22:45:45, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 8, Flipped 2432697085, [+] System running normally
2025-10-28 22:45:47, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 9, Flipped 2432696829, [+] System running normally
2025-10-28 22:45:49, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 10, Flipped 2432698365, [+] System running normally
2025-10-28 22:45:51, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 11, Flipped 2432699389, [+] System running normally
2025-10-28 22:45:53, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 12, Flipped 2432701437, [+] System running normally
2025-10-28 22:45:57, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 13, Flipped 2432705533, [+] System running normally
2025-10-28 22:45:59, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 14, Flipped 2432713725, [+] System running normally
2025-10-28 22:46:01, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 15, Flipped 2432730109, [+] System running normally
2025-10-28 22:46:03, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 16, Flipped 2432762877, [+] System running normally
2025-10-28 22:46:05, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 17, Flipped 2432828413, [+] System running normally
2025-10-28 22:46:07, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 18, Flipped 2432959485, [+] System running normally
2025-10-28 22:46:09, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 19, Flipped 2433221629, [+] System running normally
2025-10-28 22:46:13, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 20, Flipped 2433745917, [+] System running normally
2025-10-28 22:46:15, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 21, Flipped 2434794493, [+] System running normally
2025-10-28 22:46:17, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 22, Flipped 2436891645, [+] System running normally
2025-10-28 22:46:19, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 23, Flipped 2441085949, [!] Exception detected! [{'flag': 'Error'}, {'Oops': 'Oops - BUG: 0 [#1] PREEMPT SMP'}]
2025-10-28 22:49:41, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 24, Flipped 2415920125, [+] System running normally
2025-10-28 22:49:43, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 25, Flipped 2466251773, [+] System running normally
2025-10-28 22:49:45, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 26, Flipped 2499806205, [+] System running normally
2025-10-28 22:49:47, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 27, Flipped 2566915069, [+] System running normally
2025-10-28 22:49:49, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 28, Flipped 2164261885, [+] System running normally
2025-10-28 22:49:51, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 29, Flipped 2969568253, [+] System running normally
2025-10-28 22:49:53, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 30, Flipped 3506439165, [+] System running normally
2025-10-28 22:49:55, Instruction: 0xffff800010af2418, Mem: 2432697341, Flipped bit 31, Flipped 285213693, [+] System running normally
2025-10-28 22:49:57, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 0, Flipped 2835436530, [+] System running normally
2025-10-28 22:49:59, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 1, Flipped 2835436529, [+] System running normally
2025-10-28 22:50:01, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 2, Flipped 2835436535, [+] System running normally
2025-10-28 22:50:03, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 3, Flipped 2835436539, [+] System running normally
2025-10-28 22:50:05, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 4, Flipped 2835436515, [+] System running normally
2025-10-28 22:50:09, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 5, Flipped 2835436499, [+] System running normally
2025-10-28 22:50:11, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 6, Flipped 2835436467, [+] System running normally
2025-10-28 22:50:13, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 7, Flipped 2835436403, [+] System running normally
2025-10-28 22:50:15, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 8, Flipped 2835436275, [+] System running normally
2025-10-28 22:50:17, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 9, Flipped 2835436019, [+] System running normally
2025-10-28 22:50:19, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 10, Flipped 2835437555, [+] System running normally
2025-10-28 22:50:21, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 11, Flipped 2835438579, [+] System running normally
2025-10-28 22:50:23, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 12, Flipped 2835432435, [+] System running normally
2025-10-28 22:50:25, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 13, Flipped 2835444723, [+] System running normally
2025-10-28 22:50:29, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 14, Flipped 2835420147, [+] System running normally
2025-10-28 22:50:31, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 15, Flipped 2835469299, [+] System running normally
2025-10-28 22:50:33, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 16, Flipped 2835370995, [+] System running normally
2025-10-28 22:50:35, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 17, Flipped 2835567603, [+] System running normally
2025-10-28 22:50:38, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 18, Flipped 2835698675, [+] System running normally
2025-10-28 22:50:40, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 19, Flipped 2835960819, [+] System running normally
2025-10-28 22:50:42, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 20, Flipped 2836485107, [+] System running normally
2025-10-28 22:50:44, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 21, Flipped 2837533683, [+] System running normally
2025-10-28 22:50:46, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 22, Flipped 2839630835, [+] System running normally
2025-10-28 22:50:48, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 23, Flipped 2843825139, [+] System running normally
2025-10-28 22:50:50, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 24, Flipped 2818659315, [+] System running normally
2025-10-28 22:50:52, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 25, Flipped 2868990963, [+] System running normally
2025-10-28 22:50:54, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 26, Flipped 2902545395, [+] System running normally
2025-10-28 22:50:58, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 27, Flipped 2701218803, [+] System running normally
2025-10-28 22:51:02, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 28, Flipped 3103871987, [+] System running normally
2025-10-28 22:51:04, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 29, Flipped 2298565619, [+] System running normally
2025-10-28 22:51:06, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 30, Flipped 3909178355, [+] System running normally
2025-10-28 22:51:08, Instruction: 0xffff800010af241c, Mem: 2835436531, Flipped bit 31, Flipped 687952883, [+] System running normally
2025-10-28 22:51:10, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 0, Flipped 3577233685, [+] System running normally
2025-10-28 22:51:12, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 1, Flipped 3577233686, [+] System running normally
2025-10-28 22:51:14, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 2, Flipped 3577233680, [+] System running normally
2025-10-28 22:51:16, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 3, Flipped 3577233692, [+] System running normally
2025-10-28 22:51:18, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 4, Flipped 3577233668, [+] System running normally
2025-10-28 22:51:20, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 5, Flipped 3577233716, [+] System running normally
2025-10-28 22:51:22, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 6, Flipped 3577233748, [+] System running normally
2025-10-28 22:51:24, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 7, Flipped 3577233812, [+] System running normally
2025-10-28 22:51:26, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 8, Flipped 3577233428, [+] System running normally
2025-10-28 22:51:28, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 9, Flipped 3577234196, [+] System running normally
2025-10-28 22:51:30, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 10, Flipped 3577234708, [+] System running normally
2025-10-28 22:51:32, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 11, Flipped 3577235732, [+] System running normally
2025-10-28 22:51:34, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 12, Flipped 3577237780, [+] System running normally
2025-10-28 22:51:36, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 13, Flipped 3577241876, [+] System running normally
2025-10-28 22:51:38, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 14, Flipped 3577217300, [+] System running normally
2025-10-28 22:51:40, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 15, Flipped 3577266452, [+] System running normally
2025-10-28 22:51:42, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 16, Flipped 3577299220, [+] System running normally
2025-10-28 22:51:44, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 17, Flipped 3577364756, [+] System running normally
2025-10-28 22:51:46, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 18, Flipped 3577495828, [+] System running normally
2025-10-28 22:51:48, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 19, Flipped 3576709396, [+] System running normally
2025-10-28 22:51:52, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 20, Flipped 3576185108, [+] System running normally
2025-10-28 22:51:54, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 21, Flipped 3575136532, [+] System running normally
2025-10-28 22:51:56, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 22, Flipped 3581427988, [+] System running normally
2025-10-28 22:51:58, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 23, Flipped 3585622292, [+] System running normally
2025-10-28 22:52:00, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 24, Flipped 3560456468, [+] System running normally
2025-10-28 22:52:04, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 25, Flipped 3610788116, [+] System running normally
2025-10-28 22:52:06, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 26, Flipped 3510124820, [+] System running normally
2025-10-28 22:52:08, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 27, Flipped 3711451412, [+] System running normally
2025-10-28 22:52:10, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 28, Flipped 3308798228, [+] System running normally
2025-10-28 22:52:12, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 29, Flipped 4114104596, [+] System running normally
2025-10-28 22:52:14, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 30, Flipped 2503491860, [+] System running normally
2025-10-28 22:52:16, Instruction: 0xffff800010af2420, Mem: 3577233684, Flipped bit 31, Flipped 1429750036, [+] System running normally
2025-10-28 22:52:18, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 0, Flipped 2852193266, [+] System running normally
2025-10-28 22:52:20, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 1, Flipped 2852193265, [+] System running normally
2025-10-28 22:52:22, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 2, Flipped 2852193271, [+] System running normally
2025-10-28 22:52:24, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 3, Flipped 2852193275, [+] System running normally
2025-10-28 22:52:26, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 4, Flipped 2852193251, [+] System running normally
2025-10-28 22:52:28, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 5, Flipped 2852193235, [+] System running normally
2025-10-28 22:52:30, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 6, Flipped 2852193203, [+] System running normally
2025-10-28 22:52:32, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 7, Flipped 2852193139, [+] System running normally
2025-10-28 22:52:34, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 8, Flipped 2852193011, [+] System running normally
2025-10-28 22:52:36, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 9, Flipped 2852192755, [+] System running normally
2025-10-28 22:52:40, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 10, Flipped 2852194291, [+] System running normally
2025-10-28 22:52:42, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 11, Flipped 2852195315, [+] System running normally
2025-10-28 22:52:45, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 12, Flipped 2852197363, [+] System running normally
2025-10-28 22:52:47, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 13, Flipped 2852201459, [+] System running normally
2025-10-28 22:52:49, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 14, Flipped 2852209651, [+] System running normally
2025-10-28 22:52:51, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 15, Flipped 2852226035, [+] System running normally
2025-10-28 22:52:53, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 16, Flipped 2852127731, [+] System running normally
2025-10-28 22:52:55, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 17, Flipped 2852324339, [+] System running normally
2025-10-28 22:52:57, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 18, Flipped 2852455411, [+] System running normally
2025-10-28 22:52:59, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 19, Flipped 2852717555, [+] System running normally
2025-10-28 22:53:01, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 20, Flipped 2853241843, [+] System running normally
2025-10-28 22:53:03, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 21, Flipped 2854290419, [+] System running normally
2025-10-28 22:53:05, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 22, Flipped 2856387571, [+] System running normally
2025-10-28 22:53:07, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 23, Flipped 2860581875, [+] System running normally
2025-10-28 22:53:09, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 24, Flipped 2868970483, [+] System running normally
2025-10-28 22:53:11, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 25, Flipped 2818638835, [+] System running normally
2025-10-28 22:53:13, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 26, Flipped 2919302131, [+] System running normally
2025-10-28 22:53:15, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 27, Flipped 2717975539, [+] System running normally
2025-10-28 22:53:17, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 28, Flipped 3120628723, [+] System running normally
2025-10-28 22:53:19, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 29, Flipped 2315322355, [+] System running normally
2025-10-28 22:53:21, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 30, Flipped 3925935091, [+] System running normally
2025-10-28 22:53:23, Instruction: 0xffff800010af2424, Mem: 2852193267, Flipped bit 31, Flipped 704709619, [+] System running normally
2025-10-28 22:53:27, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 0, Flipped 4181867138, [+] System running normally
2025-10-28 22:53:29, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 1, Flipped 4181867137, [+] System running normally
2025-10-28 22:53:31, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 2, Flipped 4181867143, [+] System running normally
2025-10-28 22:53:33, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 3, Flipped 4181867147, [+] System running normally
2025-10-28 22:53:35, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 4, Flipped 4181867155, [+] System running normally
2025-10-28 22:53:37, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 5, Flipped 4181867171, [+] System running normally
2025-10-28 22:53:39, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 6, Flipped 4181867203, [+] System running normally
2025-10-28 22:53:41, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 7, Flipped 4181867011, [+] System running normally
2025-10-28 22:53:43, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 8, Flipped 4181867395, [+] System running normally
2025-10-28 22:53:45, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 9, Flipped 4181866627, [+] System running normally
2025-10-28 22:53:47, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 10, Flipped 4181868163, [+] System running normally
2025-10-28 22:53:49, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 11, Flipped 4181865091, [+] System running normally
2025-10-28 22:53:51, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 12, Flipped 4181863043, [+] System running normally
2025-10-28 22:53:53, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 13, Flipped 4181858947, [+] System running normally
2025-10-28 22:53:55, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 14, Flipped 4181883523, [+] System running normally
2025-10-28 22:53:57, Instruction: 0xffff800010af2428, Mem: 4181867139, Flipped bit 15, Flipped 4181899907, [+] System running normally
